0.65,0,0
0.65,0,0
0.65,0,0
0.6,0,0
0.6,0,0
0.6,0,0
0.7,0,0
0.7,0,0
0.7,0,0
0.65,0,0
0.65,0,0
0.65,0,0
0.75,0,0
0.75,0,0
0.75,0,0
0.6,0,0
0.6,0,0
0.6,0,0
0.65,0,0
0.65,0,0
0.65,0,0
0.7,0,0
0.7,0,0
0.7,0,0
0.8,0,0
0.8,0,0
0.8,0,0
0.55,0,0
0.55,0,0
0.55,0,0
0.7,0,0
0.7,0,0
0.7,0,0
0.6,0,0
0.6,0,0
0.6,0,0
0.8,0,0
0.8,0,0
0.8,0,0
0.75,0,0
0.75,0,0
0.75,0,0
0.75,0,0
0.75,0,0
0.75,0,0
0.65,0,0
0.65,0,0
0.65,0,0
0.5,0,0
0.5,0,0
0.5,0,0
0.4,0,0
0.4,0,0
0.4,0,0
0.65,0,0
0.65,0,0
0.65,0,0
0.6,0,0
0.6,0,0
0.6,0,0
0.7,0,0
0.7,0,0
0.7,0,0
0.6,0,0
0.6,0,0
0.6,0,0
0.75,0,0
0.75,0,0
0.75,0,0
0.35,0,0
0.35,0,0
0.35,0,0
0.6,0,0
0.6,0,0
0.6,0,0
0.65,0,0
0.65,0,0
0.65,0,0
0.7,0,0
0.7,0,0
0.7,0,0
0.75,0,0
0.75,0,0
0.75,0,0
0.8,0,0
0.8,0,0
0.8,0,0
0.7,0,0
0.7,0,0
0.7,0,0
0.7,0,0
0.7,0,0
0.7,0,0
0.45,0,0
0.45,0,0
0.45,0,0
0.65,0,0
0.65,0,0
0.65,0,0
0.7,0,0
0.7,0,0
0.7,0,0
0.75,0,0
0.75,0,0
0.75,0,0
0.5,0,0
0.5,0,0
0.5,0,0
0.6,0,0
0.6,0,0
0.6,0,0
0.3,0,0
0.3,0,0
0.3,0,0
0.36967,1179647,22413312
0.36967,2,3
0.36967,2,3
0.67243,1179647,22413312
0.67243,11,20
0.67243,11,20
0.68082,1179647,22413312
0.68082,27,54
0.68082,23,46
0.66405,1179647,22413312
0.66405,51,102
0.66405,39,78
0.48309,1179647,22413312
0.48309,59,115
0.48309,63,121
0.78195,1179647,22413312
0.78195,85,164
0.78195,83,160
0.70430,1179647,22413312
0.70430,109,212
0.70430,107,208
0.52138,1179647,22413312
0.52138,133,266
0.52138,113,226
0.41823,294911,5603328
0.41823,2,6
0.41823,2,6
0.54669,294911,5603328
0.54669,19,48
0.54669,19,48
0.72994,196607,3735552
0.72994,55,110
0.72994,47,94
0.78423,294911,5603328
0.78423,85,172
0.78423,77,156
0.69874,294911,5603328
0.69874,117,236
0.69874,105,212
0.00026,0,19
0.00001,0,19
0.00020,0,19
0.00000,0,19
0.00016,0,19
0.00001,0,19
0.00004,0,19
0.00000,0,19
0.00006,0,19
0.00000,0,19
0.00004,0,19
0.00000,0,19
